nom_banque;code_etab;nom_etab;code_agence;nom_agence;rue;coords
Caisse d'Epargne;13335;AQUITAINE POITOU-CHARENTES;86451;CHATELLERAULT CENTRE;76 BOULEVARD BLOSSAC;46.820726,0.544592
Caisse d'Epargne;13335;AQUITAINE POITOU-CHARENTES;86452;DANGE ST ROMAIN;60 AVENUE DE L'EUROPE;46.936247,0.606252
Caisse d'Epargne;13335;AQUITAINE POITOU-CHARENTES;86453;LA ROCHE POSAY;RESIDENCE VICTOR HUGO;46.786421,0.81197
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;28;CARCASSONNE LES 4 CHEMINS;61 BIS, AVENUE BUNAU VARILLA;43.209803,2.339556
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;33;RIEUX-MINERVOIS;AVENUE GEORGES CLEMENCEAU;43.284288,2.575481
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;35;QUILLAN;1, PLACE RAOUL DE VOLONTAT;42.875281,2.183676
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;43;ESPERAZA;3,PLACE DE LA REPUBLIQUE;42.934085,2.22109
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;49;NARBONNE SAINT CRESCENT;ROND POINT DE LA LIBERTE;43.17475,2.990995
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;53;PORT LA NOUVELLE;257 BD DU MONUMENT AUX MORTS;43.019522,3.046105
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;57;CASTELNAUDARY;19, COURS DE LA REPUBLIQUE;43.3171,1.95214
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;72;SALINDRES;RUE JULES BOULOUVARD;44.172867,4.157284
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;82;BARJAC;322 AV. JEAN TASSY;44.306319,4.346402
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;83;LA GRAND-COMBE;PLACE JEAN JAURES;44.210225,4.028872
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;88;ALES STALINGRAD;AVENUE DE STALINGRAD;44.124214,4.084278
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;90;ALES EVECHE;IMPASSE DE L'EVECHE;44.123851,4.077282
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;108;BEAUCAIRE;2, BOULEVARD MARECHAL FOCH;43.807003,4.638547
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;113;MARGUERITTES;19, AVENUE FERDINAND PERTUS;43.860833,4.443982
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;114;VERGEZE;321 AVENUE DE LA CAMARGUE;43.741325,4.216968
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;117;AIMARGUES;4, RUE DES COURLIS;43.691447,4.201
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;124;NIMES CASTANET;197, ROUTE DE SAUVE;43.840743,4.317897
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;126;NIMES JEAN JAURES;24, AVENUE JEAN JAURES;43.836145,4.35015
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;128;NIMES TRIANGLE DE LA GARE;ZAC DE LA GARE;43.84167,4.340852
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;132;BOUILLARGUES;2 RUE DES MACONS;43.800984,4.424561
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;134;UZES;PLACE BELLE CROIX;44.010795,4.418064
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;135;BAGNOLS SUR CEZE LE MAIL;19, AVENUE LEON BLUM;44.162839,4.617258
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;137;PONT-SAINT-ESPRIT;15, RUE DES TROIS JOURNEES;44.256811,4.647957
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;140;SOMMIERES;2 PLACE DE LA REPUBLIQUE;43.784554,4.089837
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;141;LE VIGAN;1, RUE DU MAQUIS;43.990759,3.604738
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;145;SAINT-HIPPOLYTE-DU-FORT;RUE DURANT;43.965843,3.857434
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;160;SETE EUZET;3, RUE HONORE EUZET;43.404456,3.697985
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;164;BALARUC LES BAINS;ROND POINT DE LA GARE;43.44694,3.69139
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;169;MARSEILLAN;33, BOULEVARD LAMARTINE;43.355221,3.527486
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;190;CAPESTANG;1, PLACE DES MARTYRS;43.329177,3.04398
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;191;SERVIAN;1, AVENUE DU MAS VIEL;43.421401,3.309003
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;192;VALRAS;6 BIS AVENUE GAMBETTA;43.247999,3.292524
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;245;MONTPELLIER LE TOULOUSE;59 AVENUE DE TOULOUSE;43.597206,3.864119
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;246;MONTPELLIER CHAPTAL;PLACE CHAPTAL;43.60619,3.872015
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;251;CASTELNAU LE LEZ;7, AVENUE JEAN JAURES;43.633721,3.895374
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;255;MONTAGNAC;5 RUE JEAN JAURES;43.480043,3.481721
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;257;LA GRANDE MOTTE;PLACE DES COSMONAUTES;43.557497,4.090958
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;261;GIGNAC;16, BOULEVARD DE L'ESPLANADE;43.652241,3.553601
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;266;MONTPELLIER LA POMPIGNANE;1 651, AVENUE LA POMPIGNANE;43.606473,3.898264
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;275;FABREGUES;RUE CALMETTE;43.550224,3.777238
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;285;MONTPELLIER ESTANOVE;76 RUE DU LAVANDIN;43.600734,3.850467
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;300;MENDE  ARNAULT;3 BIS BD LUCIEN ARNAULT;44.519566,3.49929
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;304;FLORAC;50, AVENUE JEAN MONESTIER;44.32527,3.594691
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;326;PERPIGNAN CASTILLET;1 BOULEVARD WILSON;42.701362,2.894282
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;327;PERPIGNAN MOULIN A VENT;52, AV DU MARECHAL JUIN;42.695451,2.889882
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;329;PERPIGNAN SAINT ASSISCLE;2  RUE PIERRE DE COUBERTIN;42.69473,2.871454
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;332;PRADES;34 ALLEE ARAGO;42.618417,2.423133
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;333;RIVESALTES;10 AVENUE GAMBETTA;42.767903,2.870971
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;336;AMELIE LES BAINS;40, AVENUE DU VALLESPIR;42.473707,2.667806
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;348;CABESTANY;1 AVENUE AMBROISE CROIZAT;42.693088,2.931959
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;520;JUVIGNAC;ROUTE DE ST GEORGES D'ORQUES;43.613931,3.813026
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;547;JACOU;4 AVENUE DE VENDARGUES;43.659577,3.905456
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;562;BOMPAS;1 BIS AVENUE FRANCOIS CASSAGNES;42.732098,2.930461
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;585;MONTPELLIER LES ARCEAUX;29 RUE SAINT LOUIS;43.612049,3.866429
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;586;NIMES CARRE SUD;148, RUE JEAN LAURET;43.807679,4.36569
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;590;NIMES ARENES;40 BOULEVARD VICTOR HUGO;43.837012,4.356596
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;597;CENTRE D'AFFAIRES MONTPELLIER;729, RUE DE LA CROIX VERTE;43.625816,3.86423
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;598;MONTPELLIER AIGUELONGUE;467 RUE DE LA ROQUETURIERE;43.630043,3.885711
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;599;CENTRE D'AFFAIRES NARBONNE;TERRITOIRE : AUDE - BÉZIERS;43.187134,3.007341
Caisse d'Epargne;13485;LANGUEDOC ROUSSILLON;600;CENTRE D'AFFAIRES NIMES;TERRITOIRE : GARD - LOZÈRE;43.862023,4.399849
Caisse d'Epargne;13825;RHONE ALPES;30102;ST MARCELLIN;32 COURS VALLIER;45.152026,5.317369
Caisse d'Epargne;13825;RHONE ALPES;30110;ST SYMPHORIEN D'OZON;1 QUAI BERLIOZ;45.632488,4.85548
Caisse d'Epargne;13825;RHONE ALPES;30112;VAUGNERAY;6, PLACE DE LA MAIRIE;45.738021,4.65822
Caisse d'Epargne;13825;RHONE ALPES;30114;CHAPONOST;5, RUE DES VIOLLIERES;45.713004,4.745697
Caisse d'Epargne;13825;RHONE ALPES;30117;ST JUST;60, RUE DE TRION;45.757422,4.815077
Caisse d'Epargne;13825;RHONE ALPES;30121;TULLINS;RUE JULES CAZENEUVE;45.296764,5.483779
Caisse d'Epargne;13825;RHONE ALPES;30122;VINAY;19 RUE DE MALLEVAL;45.209108,5.403424
Caisse d'Epargne;13825;RHONE ALPES;30128;SAXE;70,72, AVENUE MARECHAL DE SAXE;45.76215,4.845083
Caisse d'Epargne;13825;RHONE ALPES;30129;LES HALLES;92, COURS LAFAYETTE;45.76272,4.8494
Caisse d'Epargne;13825;RHONE ALPES;30130;CHASSELAY;9 RUE LEA LASSAUSAIE;45.873338,4.770648
Caisse d'Epargne;13825;RHONE ALPES;30131;CHARPENNES;18, PLACE WILSON;45.774259,4.86767
Caisse d'Epargne;13825;RHONE ALPES;30132;MONPLAISIR;134, AVENUE DES FRERES LUMIERE;45.743895,4.870808
Caisse d'Epargne;13825;RHONE ALPES;30133;PIERRE BENITE;52, BOULEVARD DE L'EUROPE;45.708109,4.821603
Caisse d'Epargne;13825;RHONE ALPES;30145;QUINCIEUX;LE BOURG;45.915257,4.780987
Caisse d'Epargne;13825;RHONE ALPES;30146;STE FOY LES LYON;2, PLACE XAVIER RICARD;45.736612,4.804702
Caisse d'Epargne;13825;RHONE ALPES;30147;CRAPONNE;115, AVENUE PIERRE DUMONT;45.747269,4.721425
Caisse d'Epargne;13825;RHONE ALPES;30148;MONTCHAT;67, COURS DOCTEUR LONG;45.750032,4.885821
Caisse d'Epargne;13825;RHONE ALPES;30153;ETATS-UNIS;4, RUE PHILIPPE FABIA;45.729479,4.868717
Caisse d'Epargne;13825;RHONE ALPES;30158;ST CYR AU MONT D'OR;4 PLACE DE LA REPUBLIQUE;45.81414,4.818387
Caisse d'Epargne;13825;RHONE ALPES;30163;VOIRON LE MAIL;23, RUE DU MAIL;45.363845,5.591396
Caisse d'Epargne;13825;RHONE ALPES;30166;VOIRON BRUNERIE;AVENUE DE LA BRUNERIE;45.382074,5.57764
Caisse d'Epargne;13825;RHONE ALPES;30169;IRIGNY;1, RUE BAUDRAND;45.673151,4.823247
Caisse d'Epargne;13825;RHONE ALPES;30173;BACHUT;149 RUE MARIUS BERLIET;45.737248,4.868646
Caisse d'Epargne;13825;RHONE ALPES;30177;TERREAUX;11, RUE D'ALGERIE;45.767248,4.830809
Caisse d'Epargne;13825;RHONE ALPES;30178;DUCHERE;6 B AVENUE DU PLATEAU;45.785481,4.795117
Caisse d'Epargne;13825;RHONE ALPES;30181;PONT DE BEAUVOISIN;IMMEUBLE BOURG NEUF;45.536269,5.668682
Caisse d'Epargne;13825;RHONE ALPES;30187;CHAVRIL;10, PLACE SAINT LUC;45.749474,4.80041
Caisse d'Epargne;13825;RHONE ALPES;30190;ST JEAN;5, AVENUE ADOLPHE MAX;45.759797,4.826954
Caisse d'Epargne;13825;RHONE ALPES;30193;CHARBONNIERES;12, AVENUE GENERAL DE GAULLE;45.784306,4.735704
Caisse d'Epargne;13825;RHONE ALPES;30194;ST DIDIER AU MONT D'OR;57, AVENUE DE LA REPUBLIQUE;45.810302,4.798477
Caisse d'Epargne;13825;RHONE ALPES;30196;VAULX EN VELIN CENTRE;25, RUE EMILE ZOLA;45.778231,4.91663
Caisse d'Epargne;13825;RHONE ALPES;30199;GRANGE ROUGE;105, AVENUE PAUL SANTY;45.728165,4.877795
Caisse d'Epargne;13825;RHONE ALPES;30201;FONTAINE;17, 19, AVENUE ARISTIDE BRIAND;45.189015,5.700261
Caisse d'Epargne;13825;RHONE ALPES;30204;ST EGREVE;9, AVENUE DU GENERAL DE GAULLE;45.230872,5.681315
Caisse d'Epargne;13825;RHONE ALPES;30205;GENAS;14, RUE DE LA REPUBLIQUE;45.732236,4.997603
Caisse d'Epargne;13825;RHONE ALPES;30210;POINT DU JOUR;83, AVENUE DU POINT DU JOUR;45.756234,4.798448
Caisse d'Epargne;13825;RHONE ALPES;30211;ST BONNET DE MURE;PLACE DE L'ANCIENNE MAIRIE;45.693084,5.030132
Caisse d'Epargne;13825;RHONE ALPES;30214;BRON TERRAILLON;70 RUE MARCEL BRAMET;45.743144,4.920568
Caisse d'Epargne;13825;RHONE ALPES;30227;CROIX LUIZET;171, AVENUE ROGER SALENGRO;45.781263,4.883534
Caisse d'Epargne;13825;RHONE ALPES;30230;SALAISE SUR SANNE;24 RUE DE GAMPALOUP;45.325917,4.808495
Caisse d'Epargne;13825;RHONE ALPES;30232;GIVORS CANAL;12, AVENUE VICTOR HUGO;45.588186,4.771184
Caisse d'Epargne;13825;RHONE ALPES;30239;MARGNOLLES;1, RUE DE MARGNOLLES;45.781918,4.833015
Caisse d'Epargne;13825;RHONE ALPES;30246;LA MURE;14, RUE COTTE ROUGE;44.905391,5.786779
Caisse d'Epargne;13825;RHONE ALPES;30251;BOIRON;282 BVD GAMBETTA;45.992172,4.715153
Caisse d'Epargne;13825;RHONE ALPES;30255;ANSE;3, RUE DU 3 SEPTEMBRE 1944;45.936675,4.717928
Caisse d'Epargne;13825;RHONE ALPES;30259;BELLEVILLE;23, RUE DE LA REPUBLIQUE;46.108613,4.750666
Caisse d'Epargne;13825;RHONE ALPES;30260;FLAMMARION;4, PLACE CAMILLE FLAMMARION;45.779306,4.81939
Caisse d'Epargne;13825;RHONE ALPES;30263;BRIGNOUD;13 BIS,BD DE LA LIBERATION;45.25739,5.907318
Caisse d'Epargne;13825;RHONE ALPES;30264;FLEURIE;PLACE DE L'EGLISE;46.192572,4.697399
Caisse d'Epargne;13825;RHONE ALPES;30265;CROLLES;29, RUE DES PEUPLIERS;45.271684,5.893138
Caisse d'Epargne;13825;RHONE ALPES;30266;HOTEL DE VILLE;7 RUE DE LA REPUBLIQUE;45.766482,4.83613
Caisse d'Epargne;13825;RHONE ALPES;30276;SEYSSEL;12 PLACE DE L'ORME;45.959045,5.835142
Caisse d'Epargne;13825;RHONE ALPES;30277;CULOZ;3, AVENUE DE LA GARE;45.84686,5.781437
Caisse d'Epargne;13825;RHONE ALPES;30278;OYONNAX LA PLAINE;74 RUE JULES MICHELET;46.262733,5.645686
Caisse d'Epargne;13825;RHONE ALPES;30291;VARCES;12 AVENUE JOLIOT CURIE;45.086886,5.68316
Caisse d'Epargne;13825;RHONE ALPES;30292;LE BOIS D'OINGT;PLACE DE LA LIBERATION;45.92177,4.585159
Caisse d'Epargne;13825;RHONE ALPES;30294;CHAZAY D'AZERGUES;RUE D'AINAY;45.875972,4.713717
Caisse d'Epargne;13825;RHONE ALPES;30298;PONT EVEQUE;2, RUE JOSEPH GRENOUILLET;45.529745,4.912433
Caisse d'Epargne;13825;RHONE ALPES;30300;AMPLEPUIS;PLACE VIETTY;45.973178,4.330963
Caisse d'Epargne;13825;RHONE ALPES;30306;LAMURE SUR AZERGUES;481 RUE CENTRALE;46.063088,4.491553
Caisse d'Epargne;13825;RHONE ALPES;30310;COURS;25, RUE GEORGES CLEMENCEAU;46.100049,4.321147
Caisse d'Epargne;13825;RHONE ALPES;30321;GRENOBLE EDOUARD REY;14, BOULEVARD EDOUARD REY;45.191007,5.722855
Caisse d'Epargne;13825;RHONE ALPES;30333;LAGNIEU;10, PLACE DE LA LIBERTE;45.902289,5.347608
Caisse d'Epargne;13825;RHONE ALPES;30334;MEXIMIEUX;37, ROUTE DE LYON;45.90175,5.19013
Caisse d'Epargne;13825;RHONE ALPES;30336;MONTLUEL;20, GRANDE-RUE;45.851914,5.058902
Caisse d'Epargne;13825;RHONE ALPES;30351;BELLEGARDE SUR VALSERINE;16, RUE DE LA REPUBLIQUE;46.108003,5.827869
Caisse d'Epargne;13825;RHONE ALPES;30375;PONT DE VEYLE;4, RUE JOUVANCY;46.260954,4.88273
Caisse d'Epargne;13825;RHONE ALPES;30379;BOURG SQUARE;13, AVENUE ALSACE LORRAINE;46.204283,5.22458
Caisse d'Epargne;13825;RHONE ALPES;30380;BOURG BROU;168 TER, BOULEVARD DE BROU;46.197597,5.235289
Caisse d'Epargne;13825;RHONE ALPES;30381;BOURG CARRIAT;7, RUE RENE CASSIN;46.20718,5.226278
Caisse d'Epargne;13825;RHONE ALPES;30383;PERONNAS;62 CHEMIN DE L EGLISE;46.182001,5.204743
Caisse d'Epargne;13825;RHONE ALPES;30390;CHAMBERY JOPPET;265 AVENUE DE TURIN;45.569647,5.933358
Caisse d'Epargne;13825;RHONE ALPES;30400;LES AVENIERES;43 GRANDE RUE DE CIERS;45.635125,5.564532
Caisse d'Epargne;13825;RHONE ALPES;30403;LA CHAMBRE;GRANDE RUE;45.356762,6.30174
Caisse d'Epargne;13825;RHONE ALPES;30406;CREMIEU;4, COURS BARON RAVERAT;45.724232,5.252112
Caisse d'Epargne;13825;RHONE ALPES;30408;LA TOUR DU PIN;6, RUE DES RECOLLETS;45.564219,5.445372
Caisse d'Epargne;13825;RHONE ALPES;30410;CORBAS;44 AVENUE SALVATORE ALLENDE;45.671516,4.899625
Caisse d'Epargne;13825;RHONE ALPES;30415;ST PRIEST 2;35, GRANDE RUE;45.700432,4.942233
Caisse d'Epargne;13825;RHONE ALPES;30422;ALBERTVILLE STE THERESE;770, RUE DU COMMANDANT DUBOIS;45.667068,6.379743
Caisse d'Epargne;13825;RHONE ALPES;30424;UGINE;58, ROUTE D'ANNECY;45.747608,6.415606
Caisse d'Epargne;13825;RHONE ALPES;30427;FRONTENEX;6 BIS RUE DE LA MAIRIE;45.634064,6.313538
Caisse d'Epargne;13825;RHONE ALPES;30429;VIENNE VILLE;75, RUE VICTOR HUGO;45.521603,4.874309
Caisse d'Epargne;13825;RHONE ALPES;30430;BOURGOIN CHAMPFLEURI;3 PLACE NELSON MANDELA;45.607362,5.265664
Caisse d'Epargne;13825;RHONE ALPES;30437;ST JEAN DE BOURNAY;17, RUE DES TERREAUX;45.502234,5.138061
Caisse d'Epargne;13825;RHONE ALPES;30441;MONTMELIAN;LE ROUSSEAU, AV DE SAVOIE;45.500713,6.049932
Caisse d'Epargne;13825;RHONE ALPES;30442;LA ROCHETTE;RUE DE LA NEUVE;45.457147,6.118661
Caisse d'Epargne;13825;RHONE ALPES;30445;ALLEVARD;1 PLACE DE LA RESISTANCE;45.39348,6.07476
Caisse d'Epargne;13825;RHONE ALPES;30461;CHAMBERY COLONNE;14, BOULEVARD DE LA COLONNE;45.567209,5.922466
Caisse d'Epargne;13825;RHONE ALPES;30487;GRESY SUR AIX;20 ROUTE DES GORGES DU SIERROZ;45.722091,5.922573
Caisse d'Epargne;13825;RHONE ALPES;30502;ANNECY PARMELAN;30, AVENUE DU PARMELAN;45.906488,6.134123
Caisse d'Epargne;13825;RHONE ALPES;30505;ANNECY LES ROMAINS;1 AVENUE DE GENEVE;45.906517,6.123686
Caisse d'Epargne;13825;RHONE ALPES;30515;RUMILLY;4 PLACE DES ARMES;45.863737,5.945481
Caisse d'Epargne;13825;RHONE ALPES;30536;SAINT JORIOZ;ROUTE DE DE L'EGLISE;45.83379,6.163795
Caisse d'Epargne;13825;RHONE ALPES;30561;CLUSES CENTRE;4 GRANDE RUE;46.058607,6.580658
Caisse d'Epargne;13825;RHONE ALPES;30598;ENTREPRISES DU RHONE;8 PLACE BERTHE MORISOT;45.716378,4.933123
Caisse d'Epargne;13825;RHONE ALPES;30602;EVIAN;6 PLACE DE L'EGLISE LE ST ANDRE;46.4011,6.587863
Caisse d'Epargne;13825;RHONE ALPES;30643;VILLE LA GRAND;13 BIS, RUE DES VOIRONS;46.202823,6.251058
Caisse d'Epargne;13825;RHONE ALPES;30661;ST JULIEN EN GENEVOIS;4 RUE DU MAIL;46.141789,6.080682
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30003;VILLEREST;120 BIS, RUE DE VILLEMONTAIS;46.021076,4.049327
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30006;ST JUST EN CHEVALET;36 BOULEVARD DE L'ASTREE;45.914217,3.846568
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30012;VIOLAY;RUE PATISSIER;45.853401,4.357596
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30019;CHARLIEU;7, RUE RONZIERE;46.159272,4.171434
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30026;ROANNE SAINT ROCH;155, RUE DE CHARLIEU;46.047574,4.082242
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30027;ST SYMPHORIEN DE LAY;54, RUE NATIONALE;45.949213,4.206103
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30028;ST JUST LA PENDUE;6 RUE DU 11 NOVEMBRE;45.893103,4.241132
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30033;RIORGES;PLACE DE LA REPUBLIQUE;46.043849,4.034213
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30038;ST GERMAIN LESPINASSE;67, RUE DE VERDUN;46.103274,3.963158
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30039;ROANNE ARSENAL;29, BOULEVARD DE REIMS;46.06037,4.076124
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30080;ST JUST SUR LOIRE;AVENUE MELLET MANDARD;45.503387,4.260058
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30081;MONTROND LES BAINS;27, AVENUE DU PONT;45.643389,4.227796
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30086;MONTBRISON BEAUREGARD;7 BIS AVENUE PAUL CEZANNE;45.611194,4.054962
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30095;ST BONNET LE CHATEAU;5 PLACE DE LA REPUBLIQUE;45.423047,4.065715
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30164;ST ETIENNE LA TERRASSE;13, PLACE MASSENET;45.466174,4.378256
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30167;ST ETIENNE LA METARE;76, BOULEVARD DE FRAISSINETTE;45.418695,4.419432
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30169;ST ETIENNE LE SOLEIL;59, RUE TIBLIER VERNE;45.449253,4.401905
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30170;ST ETIENNE BERGSON;63, RUE BERGSON;45.45186,4.383479
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30178;VILLARS;RUE DE L'HOTEL DE VILLE;45.468106,4.353602
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30237;FRAISSES;3, RUE JOSEPH SOUTEYRAT;45.389393,4.265885
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30239;FIRMINY LE CORBUSIER;PLACE DU MAIL;45.383165,4.285031
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30248;ST CHAMOND LIBERTE;1, PLACE DE LA LIBERTE;45.475217,4.509327
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30250;PELUSSIN;16, PLACE DES CROIX;45.417531,4.675821
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30252;CHAVANAY;RUE CENTRALE;45.413911,4.730288
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30303;RUOMS;2, RUE DES BRASSERIES;44.454463,4.339921
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30321;LARGENTIERE;AVENUE DE LA REPUBLIQUE;44.544079,4.292984
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30322;LALEVADE D'ARDECHE;ROUTE NATIONALE;44.647941,4.324386
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30331;LA VOULTE SUR RHONE;PLACE LOUIS ANTERIOU;44.801919,4.781353
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30334;LE POUZIN;29, AVENUE J.C DUPAU;44.752103,4.747982
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30337;CHOMERAC;RUE DE LA REPUBLIQUE;44.707899,4.661608
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30341;LE CHEYLARD;9, PLACE DE LA GUINGUETTE;44.906459,4.424498
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30343;VERNOUX EN VIVARAIS;PLACE ARISTIDE BRIAND;44.896352,4.644721
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30348;ANNONAY MONTGOLFIER;AVENUE DE LA GARE;45.245456,4.674557
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30351;ST FELICIEN;RUE CENTRALE;45.084085,4.626648
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30377;ST VALLIER;71, AVENUE JEAN JAURES;45.183728,4.814021
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30380;ANNEYRON;2 RUE JEAN JAURES;45.271389,4.886654
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30385;ST JEAN EN ROYANS;AVENUE ALBERT CHALOIN;45.017983,5.289364
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30386;ST DONAT SUR L'HERBASSE;9, AVENUE GEORGES BERT;45.121736,4.983501
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30403;VALENCE FACULTE;66, AVENUE DE ROMANS;44.933058,4.901144
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30404;BOURG LES VALENCE MARC URTIN;76, AVENUE MARC URTIN;44.941918,4.895015
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30408;GUILHERAND GRANGES - AGORA;RUE DU 8 MAI 1945;44.932744,4.875091
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30409;LIVRON;PLACE JEAN JAURES;44.771974,4.842217
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30412;PORTES LES VALENCE;55, RUE JEAN JAURES;44.876023,4.877205
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30413;VALENCE CHURCHILL;BOULEVARD WINSTON CHURCHILL;44.933653,4.918843
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30414;CHATEAUVERT;124, RUE CHATEAUVERT;44.919964,4.899187
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30419;LA ROCHE DE GLUN;1 RUE DE LA REPUBLIQUE;45.013233,4.845668
Caisse d'Epargne;14265;LOIRE DROME ARDECHE;30451;MONTELIMAR MEYNOT;6, BOULEVARD MEYNOT;44.555486,4.751654
